c1,essay,prompt,essay_as_single_utf8_string
160,"['Pode-se afirmar que, a educação promove o desenvolvimento, o crescimento econômico e o progresso de uma nação. Além disso, a educação sofreu um grande impacto com o coronavírus, nessa perspectiva o ensino a distância gerou desafios para professores e alunos que precisaram mudar sua rotina e lidar com o ensino remoto.', 'Inesperadamente, não havia qualquer planejamento ou preparação para esse cenário do coronavírus, seja no Brasil ou em qualquer lugar do mundo. Sendo assim, a educação não poderia ser deixada de lado e foi implantado o ensino a distância, que envolveram o uso intensivo da tecnologia. Do mesmo modo, Nelson Mandela disse: “A educação é a arma mais poderosa que você pode usar para mudar o mundo”, com isso as crianças devem ter um bom aprendizado para que cresçam e tenha uma boa qualidade de vida.', 'Outrossim, para muitas escolas, o processo tem se desenvolvido bem, com alunos participando de atividades à distância, mas acontece que em outras, principalmente, as escolas públicas sofre grandes desafios pois nem todos os estudantes tm acesso à internet. Do mesmo modo, é preciso enfrentar os desafios para que tenha a recompensa no final, a família é o ponto fundamental para a educação da criança, onde visa ensinar os valores éticos morais e sociais e que a escola tem o dever de continuar a educação que o seio familiar proporciona, pois sua obrigação é de passar os conhecimentos.', 'Em suma, a educação precisou se adaptar a novos métodos, diante disso crianças e adolescentes estão distantes do contato com o professor, o ensino superior está acontecendo as aulas a distância porém muitos os cursos é difícil o aprendizado por conta das aulas práticas. Então, está faltando um pouco de apoio do Ministério da Educação (MEC) durante a pandemia, propor também para aqueles que não tm o acesso a internet, novidades no programa Brasil escola obtendo métodos de ensino a distância que envolva todos para que não prejudique o estudante futuramente.']",47,pode-se afirmar educação promover desenvolvimento crescimento econômico progresso nação educação sofrer impacto coronavírus perspectiva ensino distância gerar desafio professor aluno precisar mudar rotina lidar ensino remoto inesperadamente haver planejamento preparação cenário coronavírus ser brasil mundo ser educação poder deixar implantar ensino distância envolver uso intensivo tecnologia modo nelson mandela dizer educação arma poderoso mudar mundo criança aprendizado cresçam ter qualidade vida outrossim muito escola processo desenvolver aluno participar atividade distância acontecer principalmente escola público sofrer desafio estudante tm acesso internet modo preciso enfrentar desafio ter recompensa família fundamental educação criança visar ensinar valor ético moral social escola dever continuar educação seio familiar proporcionar obrigação passar conhecimento suma educação precisar adaptar método criança adolescente distante contato professor ensino alto acontecer aula distância curso difícil aprendizado conta aula prático faltar ministério educação mec durante pandemia propor tm acesso internet novidade programa brasil escola obter método ensino distância envolver prejudique estudante futuramente
120,"['O Movimento Harmônico Simples (MHS) estudado pelas leis newtonianas consiste na ação de um corpo em sair e voltar para um lugar em certo período, de maneira comparativa, tens que alguns problemas sociais podem sumir e reaparecer assustadoramente . Em exemplo, o retorno do crescimento das DST´s (Doenças sexualmente transmissíveis), o que entre os jovens é bastante evidente na atualidade, algo que era controlado, preocupa a sociedade, a qual permitiu tal situação por meio de um conjunto de ações negligentes.', 'Nesse raciocínio há uma evidente contestação ao pensamento do filósofo alemão Frederich Hegel, o qual defendia uma evolução perptua do homem e da sociedade, percebe-se nesse fator um claro regresso, pois por irresponsabilidade acomodação a maioria dos jovens permitiu se o uso de objetos contaminados, sexo sem camisinha ou ao contato com sangue infectado, tais ações são as principais medidas que possibilitam a adesão de doenças venéreas, estas enfermidades que já haviam sido quase erradicadas por campanhas governamentais, agora retornaram.', 'Seguidamente, temos  que na base desse processo, muitos adolescentes acreditam que tais malefícios saúde que eclodiram na segunda metade do século XX já não representavam um risco na contemporaneidade, estando eles completamente enganados, unido a essa causa estão as poucas campanhas midiáticas e a apresentação da sexualidade de maneira indevida, pois a grande maioria das famílias cultuam DST´s como um verdadeiro tabu e boa parte das escolas não possuem projetos voltados para a educação sexual.', 'Assim sendo, é perceptível que tal realidade advém de uma neutralidade de instituições sociais quanto à prevenção dessas doenças e o tratamento quanto a sexualidade . Diante disso, é necessário que o Poder Legislativo crie uma lei que inclua aulas de Educação Sexual mensalmente na grade curricular de todas as escolas de Fundamental II e Ensino Médio, de maneira que essas tratem de quebrar o tabu da sexualidade ,  através da apresentação de informações aos jovens quanto a métodos preservativos e a garantia que eles conheçam os malefícios e indícios das doenças venéreas, atingindo em alguns anos a eliminação dessas do âmbito social para que assim não retornem.']",70,movimento harmônico simples mhs estudar lei newtoniano consistir ação corpo sair voltar certo período maneira comparativo problema social sumir reaparecer assustadoramente retorno crescimento dst´s doenças sexualmente transmissível jovem evidente atualidade controlar preocupar sociedade permitir situação conjunto ação negligente raciocínio haver evidente contestação pensamento filósofo alemão frederich hegel defender evolução perptua homem sociedade perceber se fator claro regresso irresponsabilidade acomodação jovem permitir uso objeto contaminar sexo camisinha contato sangue infectar ação principal medida possibilitar adesão doença venéreo enfermidade haver ser quase erradicar campanha governamental retornar seguidamente base processo adolescente acreditar malefício saúde eclodir metade século xx representar risco contemporaneidade estar completamente enganar unir causa pouco campanha midiático apresentação sexualidade maneira indevido família cultuar dst´s verdadeiro tabu escola possuir projeto voltar educação sexual ser perceptível realidade advémr neutralidade instituição social prevenção de esse doença tratamento sexualidade necessário legislativo criar lei inclua aula educação sexual mensalmente grade curricular escola fundamental ii ensino médio maneira tratar quebrar tabu sexualidade apresentação informação jovem método preservativo garantia conheçam malefício indício doença venéreo atingir ano eliminação de esse âmbito social retornar
160,"['A novela Malhação, na temporada ""Viva a Diferença""  abordou o preconceito amarelo quando a personagem Tina conta que sofreu a vida toda com piadas relacionadas à sua ascendência de asiática. Assim como na obra, asiáticos e brasileiros asiáticos são vítimas de violência por suas características. O assunto era pouco de discutido e era comum até a Covid dar relevância da pior maneira.', 'A princípio, os estereótipos asiáticos ainda são comuns no Brasil. Muitos asiáticos são vítimas de humilhação pela cor da pele e traços físicos, e isso, infelizmente, é visto como normal, pois não é debatido amplamente.', 'O assunto só ganhou relevância quando começou a epidemia de Covid-19. A #EuNãoSouUmVírus colocou em pauta o preconceito amarelo, porque as vítimas eram vistas como ocupadas pela epidemia e eram violentadas por isso. Segundo o relatório divulgado pelo Stop Asian Hate, 6.603 casos de foram registrados entre março de 2020 e março de 2021; é evidente que o grande número de casos está relacionado ao ódio contra asiáticos, justificado pela Covid-19. Em uma matéria do Guia do Estudante, a estudante Tatiana Emy Bopu defende: ""A informação é o melhor remédio. Vejo que muitas pessoas acabam fazendo esse tipo de\'brincadeira\'na inocência, não fazendo ideia que isso pode ofender alguém"", esse sentido, é importante que o Ministério da Mulher, da Família e dos Direitos Humanos (MDH) crie uma campanha de conscientização.', 'Desfecha-se que o preconceito amarelo se perpetua porque é visto como comum, ortanto, cabe ao MDH criar uma campanha de conscientização, que informe as pessoas a respeito deste ato por meio da TV, rádio e redes sociais, na finalidade de combater o preconceito contra asiáticos e brasileiros asiáticos.']",92,novela malhação temporada viva diferença abordar preconceito amarelo personagem tina contar sofrer vida piada relacionar ascendência asiático obra asiático brasileiro asiático vítima violência característica assunto discutir comum covid relevância mau maneira princípio estereótipo asiático comum brasil asiático vítima humilhação cor pele traço físico infelizmente ver normal debater amplamente assunto ganhar relevância começar epidemia covid-19 eunãosouumvírus colocar pauta preconceito amarelo vítima ser vir ocupar epidemia ser violentar relatório divulgar stop asian hate 6.603 caso registrar março 2020 março 2021 evidente caso relacionado ódio asiático justificar covid-19 matéria guia estudante estudante tatiana emy bopu defender informação bom remédio vejo muito pessoa acabar fazer de'brincadeira'na inocência fazer ideia ofender alguém sentido importante ministério mulher família direitos humanos mdh criar campanha conscientização desfecha-se preconceito amarelo perpetuar ver comum ortanto caber mdh criar campanha conscientização informar pessoa respeito ato tv rádio rede social finalidade combater preconceito asiático brasileiro asiático
160,"['Discute-se nas comissões parlamentares do Brasil o Estatuto do Controle de Armas,no todos os cidadãos que cumprirem os requisitos mínimos exigidos pela lei terão o direito de possuir e portar armas de fogo para legítima defesa ou proteção do próprio patrimônio. Com isso, percebe-se que tal parecer vem para fazer cumprir a lei brasileira, ou seja, dar liberdade aos habitantes, já que, de acordo com a constituição, todos têm o direito de se defenderem para salvar suas vidas e uma vez que o Estado, que deveria garantir segurança a população os deixam a da bandidagem, a única forma de manterem a integridade de sua existência é a utilização de armas.', 'Neste sentido, segundo o especialista e PhD John Lott, através do livro “Mais armas, Menos Crimes”, há um total equívoco em se tentar reduzir a criminalidade urbana por meio do desarmamento. Deste modo, entende-se que o governo falhou na tentativa de acabar com a violência tirando as armas de fogo de circulação, uma vez que o desmantelamento atingiu apenas os cidadãos honestos e cumpridores da lei e não o “público” como um todo, isto é, os bandidos continuaram assombrando as pessoas com seus imensos arsenais de armas.', 'Desta forma, o Estatuto deve ser aplicado com o objetivo de minimizar o medo e a insegurança da população, que além de ser alvo do descaso dos órgãos governamentais ainda é manipulada pela mídia- que por meio de programas policiais sensacionalistas ou reportagens de baixa qualidade contribui para o sentimento de impotência, ódio e vingança. Logo, segundo o ex-presidente dos Estados Unidos, George Washington, “Um povo livre precisa estar armado”, ou seja, os indivíduos não podem estar indefesos diante da marginalidade e da violência, eles devem ser livres para lutar por suas vidas.', 'Portanto, em primeiro lugar o Estado deve reformular suas políticas de segurança pública, além de reforçar o policiamento nas ruas, principalmente em lugares propícios ao crime, para transmitir maior segurança aos moradores. Em segundo lugar, a mídia, como maior veiculador de notícias do país, deve desencadear campanhas voltadas a sensibilização das pessoas, para que, ao ser liberado o porte de armas, elas tenham consciência do poder que têm nas mãos e, assim, não ousem irresponsavelmente. Por fim, para que um povo seja livre por completo há a necessidade do reconhecimento da liberdade alheia, deste modo cabe a cada cidadão a visão de que o armamento não acabará com a violência, mas apenas trará um sentimento se segurança, sendo necessário para isso o respeito e o amor ao próximo.']",84,discute-se comissão parlamentar brasil estatuto controle armas cidadão cumprir requisito mínimo exigir lei ter direito possuir portar arma fogo legítimo defesa proteção patrimônio perceber se parecer cumprir lei brasileiro ser liberdade habitante acordo constituição direito defender salvar vida dever garantir segurança população deixar bandidagem único manter integridade existência utilização arma sentido especialista phd john lott livro arma crimes haver total equívoco reduzir criminalidade urbano desarmamento modo entender se governo falhar tentativa acabar violência tirar arma fogo circulação desmantelamento atingir cidadão honesto cumpridor lei público bandido continuar assombrar pessoa imenso arsenal arma estatuto aplicar objetivo minimizar medo insegurança população alvo descaso órgão governamental manipular mídia- programa policial sensacionalista reportagem baixo qualidade contribuir sentimento impotência ódio vingança ex-presidente estados unidos george washington livre precisar armado ser indivíduo indefeso marginalidade violência livre lutar vida reformular política segurança público reforçar policiamento rua principalmente lugar propício crime transmitir segurança morador mídia veiculador notícia país desencadear campanha voltar sensibilização pessoa liberar porte arma ter consciência mão ousar irresponsavelmente ser livre completo haver necessidade reconhecimento liberdade alheio modo caber cidadão visão armamento acabar violência trar sentimento segurança ser necessário respeito amor
200,"['Uma escritora decidiu publicar uma versão simplificada         de uma         obra ""O Alienista"", de Machado de Assis, com o objetivo de facilitar sua leitura e estimular os jovens a conhecer                clássicos da literatura brasileira. Houve grande polêmica entre professores, escritores, jornalistas e críticos literários, com grupos se dividindo em apoiar ou criticar a iniciativa.', 'Apesar da boa intenção, criar versões simplificadas de obras clássicas não é a melhor forma de incentivar sua leitura. Uma obra literária é definida pelo estilo do autor. Assim, um livro reescrito de forma simplificada, com palavras mais comuns no cotidiano e com um estilo diferente         do autor original         , perde sua essência. A obra terá o mesmo enredo, os mesmos personagens, mas o estilo será de quem a reescreveu. Quem ler uma obra adaptada e achar que é um ""Machado de Assis"" estará enganando a si próprio.', 'Outra questão é que o leitor tenderá a se acostumar ao estilo mais simples da adaptação e nada garante que ele será incentivado a ler posteriormente as obras originais. Sem dúvida, leitores iniciantes devem começar com obras originais mais fáceis         e         à medida que adquirirem experiência,         partirem         para leituras mais elaboradas. Clássicos não são para iniciantes, mas sim para quem já tem o costume da leitura.', 'Cabe à escola e à família desenvolver nas crianças e jovens o gosto pela leitura, incentivando-os com livros adequados à idade e ao conhecimento de cada um, e, aos poucos, introduzi-los ao mundo dos clássicos. É muito importante que a leitura seja feita de forma prazerosa. Caso seja por obrigação, o aluno abandonará a leitura do livro e recorrerá a resumos apenas para obter nota.', 'Portanto, simplificar clássicos da literatura não é a forma mais adequada para torná-los mais acessíveis à população. O melhor é estimular a leitura desde a infância para que os jovens tenham condições de compreender e apreciar os clássicos sem precisar de simplificações.']",115,escritora decidir publicar versão simplificar obra alienista machado assis objetivo facilitar leitura estimular jovem conhecer clássico literatura brasileiro haver polêmica professor escritor jornalista crítico literário grupo dividir apoiar criticar iniciativa apesar intenção criar versão simplificar obra clássico bom incentivar leitura obra literário definir estilo autor livro reescrito simplificar palavra comum cotidiano estilo diferente autor original perder essência obra ter enredo mesmo personagem estilo ser reescrever ler obra adaptar achar machado assis enganar se leitor tender acostumar estilo simples adaptação garantir ser incentivar ler posteriormente obra original dúvida leitor iniciante começar obra original fácil medida adquirir experiência partir leitura elaborar clássico iniciante costume leitura caber escola família desenvolver criança jovem gosto leitura incentivar eles livro adequar idade conhecimento pouco introduzi-los mundo clássico importante leitura ser fazer prazeroso caso ser obrigação aluno abandonar leitura livro recorrer resumo obter nota simplificar clássico literatura adequado torná-los acessível população bom estimular leitura infância jovem ter condição compreender apreciar clássico precisar simplificação
120,"['No Brasil,                várias foram as tentativas de se reduzir a maioridade penal                 no país                . Muitas propostas de lei         para esse paradigma         foram reprovadas. Porém, o país vive um momento em que a         população         em sua maioria, clama por         este feito         com a errônea e ilusória convicção de que assim a violência se amenizará. Decrescer a idade de responsabilidade criminal no Brasil seria um equívoco.', 'Primeiramente, é importante destacar que o         problema existente acerca dessa questão, se deve         ao fato de que no Brasil medidas que aparentemente são simples não são adotadas seriamente,         como por         exemplo, um investimento de qualidade na educação do país. Se isso ocorresse, haveria uma boa possibilidade         dos         jovens não recorrerem         a         criminalidade.']",112,brasil várias tentativa reduzir maioridade penal país muito proposta lei paradigma reprovar país viver população clamar fazer errôneo ilusório convicção violência amenizar decrescer idade responsabilidade criminal brasil equívoco primeiramente importante destacar problema existente fato brasil medida aparentemente simples adotar seriamente investimento qualidade educação país ocorrer haver possibilidade jovem recorrer criminalidade
160,"['Os direitos humanos pregam que todos os cidadãos são livres independente de raça, cor, gênero, sexualidade e religião. Entretanto, a transfobia, ou seja, o preconceito e a repulsão contra pessoas trans, ainda é presente de forma ativa no Brasil, uma vez que tal discriminação se tornou um problema estrutural no país, gerando consequências como a falta de oportunidades no mercado de trabalho e a violência contra essas minorias.', 'Na internet, frequentemente internautas compartilham relatos de preconceitos que a comunidade trans sofre no mundo do trabalho, seja pela não contratação, seja pela exclusão e homofobia quando contratados, fazendo com que esses indivíduos muitas vezes peçam demissão por não suportarem tal pressão psicóloga, trazendo a alta vulnerabilidade desse grupo para a prostituição.', 'Além disso, pessoas trans são violentadas por sua condição de maneira psicólogica, sexual e física, como o caso da blogueira Alice Felis em que sua casa foi invadida e a mesma foi espancada e esfaqueada, ficando com diversas sequelas. Tal fato, só evidencia os riscos que uma pessoas transexual sofre,  apenas por seu gênero.', 'Sendo assim, há muito o que fazer para que transexuais atinjam sua liberdade no Brasil, e essas melhorias poderão ser feitas através do governo federal e do poder Legislativo, criando leis de cotas de contratação de trans nas empresas e a criminalização concreta da transfobia, para que assim esses sujeitos possam desfrutar do direito de serem livres, como prega os direitos humanos.']",90,direito humano pregar cidadão livre independente raça cor gênero sexualidade religião entretanto transfobia ser preconceito repulsão pessoa trans presente ativo brasil discriminação tornar problema estrutural país gerar consequência oportunidade mercado trabalho violência minoria internet frequentemente internauta compartilhar relato preconceito comunidade trans sofrer mundo trabalho ser contratação ser exclusão homofobia contratar fazer indivíduo muitas peçam demissão suportar pressão psicólogo trazer alto vulnerabilidade prostituição pessoa trans violentar condição maneira psicólogico sexual físico caso blogueira alice felis casa invadir mesmo espancar esfaquear ficar diversos sequela fato evidenciar risco pessoa transexual sofrer gênero ser haver transexual atinjir liberdade brasil melhoria poder fazer governo federal legislativo criar lei cota contratação trans empresa criminalização concreto transfobia sujeito poder desfrutar direito ser livre pregar direito humano
120,"['Sarampo, caxumba e rubéola são algumas doenças que podem ser evitadas mantendo o calendário de vacinação em dia. Diante disso é inegável a importância da vacina para prevenção de doenças perigosas como essas. Entretanto, segundo dados divulgados pela UNICEF a cobertura da vacina tríplice viral está caindo, foi de quase 100% em 2014 para apenas 85% em 2017. Desse modo, convem analisar os empecilhos que fazem que  esses dados não permaneçam estável.', 'Inicialmente, a Constituição Federal promulgada com base nos direitos humanos, prevê como garantia fundamental o direito saúde. Contudo o próprio poder estatal fere esse preceito. Isso porque , o Ministério da Saúde não promove políticas públicas para amenizar a hostilidade de alguns postos de saúde e hospitais , comprometendo assim a ineficácia de imunização em escala nacional.', 'Ademais, a desinformação corrobora para que os mitos que foram criados em torno da vacinação persista em nossa sociedade. As campanhas publicitárias para a prevenção não são frequentes, fazendo com que o movimento antivacina que acredita que a vacinação só trás problemas , cresçam ainda mais nas redes sociais, consequentemente a população fica com medo de se vacinarem . Portanto, é preciso desfazer esses mitos e informar a população os benefícios para a saúde.', 'Infere-se, portanto, que medidas são necessárias para solucionar o impasse. Cabe ao governo, responsável por organizar e administrar a sociedade, por intermédio do MEC financiar projetos nas escolas, por meio da utilização de recursos públicos, para fomentar debates com os pais, alunos e professores a respeito da vacina. Ademais, é necessário que sejam investigados por meio do Poder Judiciário caso de desvio de verbas e haja uma eficaz fiscalização no comprimento de leis, para que sejam destinadas de maneira correta. Dessa forma, os direitos serão respeitados e a população irá se prevenir.']",54,sarampo caxumba rubéolo doença evitar manter calendário vacinação dia inegável importância vacina prevenção doença perigoso entretanto dado divulgar unicef cobertura vacina tríplice viral cair quase 100 2014 85 2017 modo convem analisar empecilho dado permaneçar estável inicialmente constituição federal promulgar base direito humano prever garantia fundamental direito saúde estatal ferir preceito ministério saúde promover político público amenizar hostilidade posto saúde hospital comprometer ineficácia imunização escala nacional desinformação corroborar mito criados torno vacinação persisto sociedade campanha publicitário prevenção frequente fazer movimento antivacino acreditar vacinação trás problema cresçam rede social consequentemente população ficar medo vacinar preciso desfazer mito informar população benefício saúde infere-se medida necessário solucionar impasse caber governo responsável organizar administrar sociedade intermédio mec financiar projeto escola utilização recurso público fomentar debate pai aluno professor respeito vacina necessário ser investigar judiciário caso desvio verba haver eficaz fiscalização comprimento lei ser destinar maneira correto direito ser respeitar população prevenir
120,"['Deste a Grécia antiga até os dias de hoje, a prática esportiva influência nos aspectos físicos e psicológicos do cidadão. Nesse contexto, o que chama atenção é a conscientização frente ao caráter para conseguir inclusão e reconhecimento.', 'Apesar de comprovados os benefícios que o esporte garante, é importante notar os riscos que apresentam com seu descuido, por exemplo: a trapaça com substâncias proibidas para conseguir vencer nos jogos olímpicos, como a maconha olímpica para melhoria de performance durante a disputa dos jogos.', 'Em uma esfera prática, pode-se perceber a necessidade de mudança da finalidade dos Jogos Olímpicos, passando de trégua para competição. Adaptando-se a novas ideias de modo a combater as dificuldades e desigualdades encontradas nos esportes, onde todos aproveitem de uma forma saudável.', 'Fica claro, portanto, que o desenvolvimento da prática esportiva influência no caráter do cidadão. Sendo necessário um trabalho contínuo de conscientização feita pela mídia e instituições escolares, cabendo ao governo promover programas para inclusão de toda comunidade presente.  Por fim, cabe à família atuar de forma transformadora, de modo que valorize que o importante não é ganhar, é competir.']",83,grécia antigo dia hoje prática esportivo influência aspecto físico psicológico cidadão contexto chamar atenção conscientização frente caráter conseguir inclusão reconhecimento apesar comprovar benefício esporte garantir importante notar risco apresentar descuido trapaça substância proibir conseguir vencer jogo olímpico maconha olímpico melhoria performance durante disputa jogo esfera prático poder se perceber necessidade mudança finalidade jogos olímpicos passar trégua competição adaptar se ideia modo combater dificuldade desigualdade encontrar esporte aproveitar saudável ficar claro desenvolvimento prática esportivo influência caráter cidadão ser necessário trabalho contínuo conscientização fazer mídia instituição escolar caber governo promover programa inclusão comunidade presente caber família atuar transformador modo valorizar importante ganhar competir
120,"['Todos os dias milhões de pessoas morrem no mundo. De raiva, de descaso, de agonia, de ingratidão, de sede, de amor, de alegria, de incerteza, mas no outro dia renascem para enfrentar seus desafios de novo. Existem nas filas de transplantes nos hospitais do mundo inteiro milhões de pessoas que dependem que uma pessoa morra e seja compatível para lhe salvar a vida. Às vezes são anos de angustias com a vida interrompida espera de um milagre. Sem por um segundo perder a fé nem a vontade de viver, mesmo só tendo conhecido da sagrada vida o sofrimento, essas surpreendentes pessoas decidem viver.', 'Outras perfeitas, saudáveis, inteligentes e com tudo nas mãos decidem terminar a própria vida. Isso é uma coisa inexplicável! Por que uma pessoa com tudo adverso a vida, resolve lutar com todas as forças pela vida sagrada? E outra com tudo para viver plenamente e feliz escolhe a morte? É muito complicado de entender, não para o que escolhe viver, mas o que decide morrer de livre e espontânea vontade através do suicídio. Será que o elo não se encontra nessas duas situações? Será que essas pessoas enfermas não podem curar as sãs? Ainda não existe um remédio em toda medicina capaz de curar quem não tem mais vontade de viver.', 'Todos os seres vivos têm instintos de proteção, que são ativados no momento em que se encontram com o perigo eminente da morte. Até uma formiga luta contra a morte . Será que essas pessoas nascem sem seus instintos vitais? Esse fenômeno negativo que hoje acontece no mundo inteiro atingindo os jovens, que perdem o sentido da vida, não é uma questão simples de ser resolvida. Não é da competência de uma pessoa simples, um pai, uma mãe, um professor, um amigo. É do entendimento de especialistas preparados para estudar essas situações profundamente, psicólogos, psiquiatras, cientistas e Deus.', 'A verdade é que, quem quer viver, vive de qualquer jeito. E quem quer morrer não vive de jeito nenhum. Nascemos para morrer, fato. Mas antes de morrer temos que viver! E viver é aproveitar cada segundo do dia. Contemplar a natureza, amar as pessoas, aprender, crescer, tentar melhorar o mundo, ajudar as pessoas, os animais, ter um objetivo de deixar uma marca no mundo. São bilhões de motivos para viver! Amar a vida é o motivo vital para esperar o dia que será o último. Fortalecer um jovem que não deseja mais viver é caso para especialistas e pra Deus.']",71,dia milhão pessoa morrer mundo raiva descaso agonia ingratidão sede amor alegria incerteza outro dia renascer enfrentar desafio existir fila transplante hospital mundo inteiro milhão pessoa depender pessoa morra ser compatível salvar vida ano angustia vida interromper espera milagre perder fé vontade viver ter sagrado vida sofrimento surpreendente pessoa decidir viver perfeito saudável inteligente mão decidir terminar próprio vida inexplicável pessoa adverso vida resolver lutar força vida sagrado viver plenamente feliz escolher morte complicado entender escolher viver decidir morrer livre espontâneo vontade suicídio ser elo encontrar em esse situação ser pessoa enfermas curar sãs existir remédio medicina capaz curar vontade viver ser vivo instinto proteção ativar encontrar perigo eminente morte formiga lutar morte ser pessoa nascer instinto vital fenômeno negativo hoje acontecer mundo inteiro atingir jovem perder sentido vida simples resolvido competência pessoa simples pai mãe professor amigo entendimento especialista preparar estudar situação profundamente psicólogo psiquiatra cientista deus verdade viver viver jeito morrer viver jeito nenhum nascer morrer fato morrer viver viver aproveitar dia contemplar natureza amar pessoa aprender crescer melhorar mundo ajudar pessoa animal objetivo deixar marca mundo bilhão motivo viver amar vida motivo vital esperar dia ser fortalecer jovem desejar viver caso especialista pra deus
120,"['Não é surpresa nenhuma que o sistema prisional brasileiro é falho. Além de caro, é ineficaz e é uma das dividas mais serias  que a sociedade e o estado  brasileiro tem.', 'Recentemente uma chacina aconteceu no Compaj, Manaus, deixando 56 detentos mortos, ficando atrás, a nível nacional, somente para o  massacre do Carandiru, São Paulo, que deixou 111 detentos mortos. Estes  são dois dos poucos exemplos que mostram que o sistema carcerário brasileiro precisa passar por sérias reformas.', 'É evidente que a prisão no Brasil não fornece nenhum tipo de saneamento básico, saúde, educação e cultura aos detentos.  E isso faz com que eles saiam ainda mais revoltados para viver em sociedade.', 'Tudo que um detento viver no seu tempo preso,  será refletido nas pessoas que ele conviver após sua saída, seja bom ou ruim, geralmente e   infelizmente ruim. A prisão deveria ser uma forma de transformação psicológica para os detentos, para que assim sejam cidadãos decentes e dispostos a mudar para sair da prisão. Assim  muitos dos problemas seriam evitados, como violência, superlotação, motins e etc.', 'Portanto, entende - se que,  o sistema prisional brasileiro precisa de uma reforma, e ela pode começar com a apresentação da cultura, educação, esporte e afins para os presidiários. Assim  teremos pessoas com a mente mudada e preparada para uma convivência social sem que a vida de outras pessoas seja colocada  em risco, pois a educação e a cultura podem transformar um individuo.']",79,surpresa prisional brasileiro falho caro ineficaz divida seria sociedade brasileiro recentemente chacina acontecer compaj manaus deixar 56 detento morto ficar nacional massacre carandiru paulo deixar 111 detento morto pouco exemplo mostrar carcerário brasileiro precisar passar sério reforma evidente prisão brasil fornecer nenhum saneamento básico saúde educação cultura detento saiam revoltado viver sociedade detento viver preso ser refleter pessoa conviver saída ser ruim geralmente infelizmente ruim prisão dever transformação psicológico detento ser cidadão decente disposto mudar sair prisão problema ser evitar violência superlotação motim etc. entender prisional brasileiro precisar reforma começar apresentação cultura educação esporte afim presidiário ter pessoa mente mudar preparar convivência social vida pessoa ser colocar risco educação cultura transformar individuo
120,"['As terras brasileiras eram ocupadas por diversas tribos indígenas antes mesmo de serem colonizadas por Portugal, isto é um fato e não se pode negar. Hoje em dia o Brasil é um país independente, livre e totalmente miscigenado, porém, algumas questões mal resolvidas sobre a divisão de terras, dos primeiros moradores deste país estão sendo alvo de debates. Mas uma coisa é certa, antes de existir propriedade privada os índios já ocupavam este território.', 'A principal questão levantada em debate é que a constituição brasileira de 1988 reconhece os índios como anfitriões do território nacional, e então as terras deveriam ser devolvidas a eles? u apenas a quem estava ocupando as terras a partir do vigor da constituição? A verdade é que a lei reconhece os índios e sua cultura como pioneiros do território brasileiro, e “pioneiro” não remete data de 5 de outubro de 1988.', 'Contudo, como muito bem apresentado em debate, a bancada ruralista em argumento, diz que os índios poderiam reivindicar até mesmo a praia de copacabana, por serem os primeiros moradores. Entende-se que há dois caminhos de interpretação na lei usada como base para argumentos na disputa de terras, e cada partido escolhe o caminho que mais lhe favorece.', 'O que deve ser levado em consideração é o bom senso, pois a constituição não cita datas de moradia, e sim “os direitos originários às terras”, entretanto as tribos não podem reivindicar todo o território nacional apenas por serem os primeiros moradores . Porém o que não pode ser debatido,  é que todo cidadão tem direito propriedade e a moradia, que não se cumpra o dizer do filósofo Rousseau: “a propriedade privada é a origem da desigualdade” mas que a propriedade seja o princípio de um lar.']",95,terra brasileiro ser ocupar diversos tribo indígena ser colonizar portugal fato negar hoje dia brasil país independente livre totalmente miscigenar questão resolvir divisão terra primeiro morador país ser alvo debate certo existir propriedade privado índio ocupar território principal levantar debate constituição brasileiro 1988 reconhecer índio anfitrião território nacional terra dever devolvir ocupar terra vigor constituição verdade lei reconhecer índio cultura pioneiro território brasileiro pioneiro remetir data outubro 1988 apresentar debate bancada ruralista argumento índio poder reivindicar praia copacabana ser primeiro morador entende-se haver caminho interpretação lei usar base argumento disputa terra partido escolher favorecer levar consideração senso constituição citar data moradia direito originário terra entretanto tribo reivindicar território nacional ser primeiro morador debater cidadão direito propriedade moradia cumpra filósofo rousseau propriedade privado origem desigualdade propriedade ser princípio lar
